Escola,Sexo,idade,TP_Moradia,Tamanho_Familia,Situacao_Pais,Educacao_Mae,Educacao_Pai,Trabalho_Mae,Trabalho_Pai,Motivo_Escolha_Escolar,Responsavel_Legal,Tempo_ida_Escola,Tempo_Estudo_Semanal,Apoio_Educacao_Extra,Apoio_Educacao_Pais,Aulas_Particulares,Ativ_Extracurricular,Frequentou_Creche,Quer_Fazer_Graduacao,Tem_Internet,Esta_Namorando,Boa_Convivencia_Familia,Tempo_Livre_Apos_Escola,Tempo_com_Amigos,Alcool_Dia_Util,Alcool_Fim_Semana,Estado_Saude,Falta_Escolar,Nota_1Semestre,Nota_2Semestre
Mousinho da Silveira,Mulher,17,Urbano,Acima de 3,Separados,Ensino Fundamental 1,Nenhuma,other,other,Outro,Mãe,15 a 30 min,2 a 5h,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Bom,Alto,Muito Alto,Muito Baixo,Muito Baixo,Bom,1,11,9
Mousinho da Silveira,Mulher,18,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Outro,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Bom,Moderado,Baixo,Muito Baixo,Muito Baixo,Muito Bom,9,7,7
Mousinho da Silveira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 1,other,other,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Sim,Sim,Sim,Sim,Não,Razoavel,Muito Baixo,Moderado,Muito Baixo,Moderado,Muito Ruim,0,8,6
Mousinho da Silveira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,Serviços,Do Lar,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Sim,Não,Razoavel,Muito Baixo,Moderado,Muito Baixo,Alto,Razoavel,2,7,6
Mousinho da Silveira,Mulher,18,Urbano,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,Do Lar,Reputação,Mãe,15 a 30 min,2 a 5h,Sim,Não,Não,Não,Sim,Sim,Não,Não,Ruim,Moderado,Muito Alto,Muito Baixo,Alto,Razoavel,8,9,8
Mousinho da Silveira,Mulher,16,Rural,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Saúde,Professor,Reputação,Pai,Até 15 min,2 a 5h,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Bom,Moderado,Moderado,Baixo,Moderado,Ruim,0,14,16
Mousinho da Silveira,Mulher,16,Rural,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,other,other,Reputação,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Sim,Sim,Sim,Sim,Não,Excelente,Alto,Muito Alto,Muito Baixo,Alto,Ruim,0,14,14
Mousinho da Silveira,Mulher,18,Urbano,Acima de 3,Separados,Ensino Fundamental 2,Ensino Superior,other,Serviços,Reputação,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Ruim,Moderado,Baixo,Muito Baixo,Moderado,Muito Ruim,8,8,5
Mousinho da Silveira,Homem,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,other,Serviços,Reputação,Mãe,15 a 30 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Excelente,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Ruim,0,8,7
Mousinho da Silveira,Mulher,16,Urbano,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Outro,Mãe,30 min a 1h,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Moderado,Baixo,Muito Baixo,Moderado,Muito Bom,6,6,8
Mousinho da Silveira,Mulher,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Médio,Do Lar,Serviços,Outro,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Razoavel,Moderado,Moderado,Muito Baixo,Muito Baixo,Ruim,0,8,10
Mousinho da Silveira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Saúde,Saúde,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Bom,Moderado,Alto,Muito Baixo,Baixo,Razoavel,4,8,8
Mousinho da Silveira,Homem,18,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Superior,Do Lar,Saúde,Perto de Casa,Mãe,Até 15 min,Mais de 10h,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Excelente,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Bom,2,5,6
Mousinho da Silveira,Mulher,16,Rural,Até 3,Morando Juntos,Ensino Médio,Ensino Superior,Do Lar,other,Outro,Mãe,30 min a 1h,2 a 5h,Não,Sim,Não,Não,Não,Sim,Não,Não,Bom,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Ruim,2,7,9
Mousinho da Silveira,Homem,17,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Superior,other,Serviços,Perto de Casa,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Alto,Moderado,Muito Baixo,Baixo,Muito Bom,0,15,14
Mousinho da Silveira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Superior,Ensino Fundamental 1,other,other,Outro,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Sim,Sim,Bom,Baixo,Moderado,Muito Baixo,Baixo,Muito Bom,1,13,14
Mousinho da Silveira,Homem,16,Urbano,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Serviços,Serviços,Outro,Mãe,Mais de 1h,5 a 10h,Não,Não,Não,Não,Sim,Sim,Não,Não,Excelente,Muito Baixo,Moderado,Baixo,Baixo,Razoavel,0,10,9
Mousinho da Silveira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Do Lar,other,Outro,Mãe,Até 15 min,"Até 2h,",Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Excelente,Muito Baixo,Moderado,Muito Baixo,Baixo,Muito Bom,5,9,9
Mousinho da Silveira,Mulher,16,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Superior,Serviços,Serviços,Outro,Pai,15 a 30 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Não,Não,Excelente,Muito Baixo,Moderado,Muito Baixo,Baixo,Muito Bom,1,11,11
Mousinho da Silveira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Serviços,Serviços,Perto de Casa,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Muito Baixo,Alto,Muito Alto,Muito Alto,Razoavel,8,7,10
Mousinho da Silveira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,Serviços,Outro,Mãe,30 min a 1h,2 a 5h,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Excelente,Muito Baixo,Moderado,Moderado,Moderado,Muito Ruim,0,10,10
Mousinho da Silveira,Homem,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,Saúde,Serviços,Outro,Mãe,15 a 30 min,2 a 5h,Não,Não,Não,Não,Não,Sim,Sim,Sim,Bom,Baixo,Baixo,Muito Baixo,Alto,Muito Bom,2,9,7
Mousinho da Silveira,Mulher,16,Urbano,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,other,Serviços,Outro,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Razoavel,Baixo,Baixo,Muito Baixo,Muito Baixo,Razoavel,0,14,15
Mousinho da Silveira,Homem,16,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Saúde,Outro,Pai,Até 15 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Muito Baixo,Baixo,Baixo,Muito Alto,Muito Bom,0,11,12
Mousinho da Silveira,Homem,15,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,other,Serviços,Preferência pelo Curso,Mãe,30 min a 1h,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Excelente,Muito Alto,Muito Alto,Muito Baixo,Moderado,Muito Bom,11,9,11
Mousinho da Silveira,Homem,15,Urbano,Até 3,Separados,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Reputação,Mãe,30 min a 1h,Mais de 10h,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Excelente,Alto,Muito Alto,Baixo,Moderado,Muito Bom,8,13,14
Mousinho da Silveira,Homem,15,Urbano,Até 3,Separados,Ensino Fundamental 2,Ensino Fundamental 1,Serviços,Serviços,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Sim,Sim,Sim,Sim,Não,Bom,Moderado,Moderado,Muito Baixo,Baixo,Muito Bom,11,12,13
Mousinho da Silveira,Mulher,16,Rural,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Não,Não,Sim,Não,Sim,Bom,Moderado,Moderado,Baixo,Baixo,Muito Bom,2,11,11
Mousinho da Silveira,Mulher,16,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Fundamental 1,other,other,Perto de Casa,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Muito Ruim,Baixo,Alto,Baixo,Baixo,Muito Ruim,8,9,10
Mousinho da Silveira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,Do Lar,other,Perto de Casa,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Não,Sim,Bom,Moderado,Moderado,Baixo,Baixo,Muito Ruim,5,9,11
Mousinho da Silveira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Outro,Mãe,15 a 30 min,2 a 5h,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Excelente,Muito Baixo,Moderado,Muito Baixo,Muito Baixo,Muito Bom,0,11,9
Mousinho da Silveira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Serviços,Preferência pelo Curso,Mãe,15 a 30 min,5 a 10h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Excelente,Moderado,Muito Alto,Muito Baixo,Alto,Muito Bom,1,10,11
Mousinho da Silveira,Homem,17,Rural,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Saúde,other,Preferência pelo Curso,Pai,30 min a 1h,"Até 2h,",Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Razoavel,Moderado,Moderado,Muito Baixo,Moderado,Muito Bom,2,9,9
Mousinho da Silveira,Homem,17,Rural,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Médio,other,other,Preferência pelo Curso,Pai,15 a 30 min,"Até 2h,",Não,Não,Não,Sim,Sim,Sim,Não,Sim,Excelente,Muito Baixo,Baixo,Moderado,Moderado,Muito Bom,2,12,11
Mousinho da Silveira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Superior,Serviços,other,Outro,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Excelente,Alto,Alto,Moderado,Alto,Muito Bom,8,8,9
Mousinho da Silveira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Saúde,Saúde,Preferência pelo Curso,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Excelente,Baixo,Muito Alto,Muito Baixo,Muito Baixo,Muito Bom,0,13,15
Mousinho da Silveira,Homem,16,Rural,Até 3,Morando Juntos,Ensino Superior,Ensino Fundamental 1,other,Do Lar,Outro,Pai,Até 15 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Sim,Não,Bom,Muito Baixo,Baixo,Baixo,Muito Baixo,Ruim,0,10,11
Mousinho da Silveira,Mulher,17,Urbano,Acima de 3,Separados,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,Do Lar,Outro,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Bom,Muito Alto,Muito Alto,Muito Baixo,Baixo,Razoavel,2,11,10
Mousinho da Silveira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Superior,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Bom,Moderado,Moderado,Baixo,Moderado,Muito Bom,0,17,18
Mousinho da Silveira,Homem,16,Urbano,Até 3,Separados,Ensino Fundamental 2,Ensino Fundamental 2,other,Serviços,Preferência pelo Curso,Pai,15 a 30 min,2 a 5h,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Bom,Muito Baixo,Baixo,Baixo,Baixo,Muito Bom,0,12,13
Mousinho da Silveira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,other,other,Outro,Pai,15 a 30 min,2 a 5h,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Bom,Muito Baixo,Baixo,Baixo,Baixo,Muito Ruim,0,13,14
Mousinho da Silveira,Homem,19,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Outro,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Bom,Alto,Moderado,Moderado,Alto,Bom,2,9,9
Mousinho da Silveira,Homem,17,Urbano,Até 3,Separados,Ensino Fundamental 1,Nenhuma,other,other,Perto de Casa,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Não,Sim,Bom,Muito Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Bom,4,11,11
Mousinho da Silveira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,Do Lar,Preferência pelo Curso,Pai,15 a 30 min,"Até 2h,",Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Razoavel,Muito Alto,Muito Alto,Baixo,Baixo,Bom,3,10,11
Mousinho da Silveira,Mulher,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,other,other,Perto de Casa,Pai,Até 15 min,5 a 10h,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Bom,Moderado,Alto,Muito Baixo,Muito Baixo,Razoavel,5,13,14
Mousinho da Silveira,Homem,16,Rural,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,other,Do Lar,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Não,Não,Bom,Alto,Alto,Baixo,Alto,Muito Bom,4,9,10
Mousinho da Silveira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 1,other,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Excelente,Alto,Alto,Muito Baixo,Muito Baixo,Muito Bom,2,7,9
Mousinho da Silveira,Homem,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Sim,Sim,Não,Não,Sim,Excelente,Muito Alto,Muito Alto,Moderado,Muito Alto,Muito Bom,0,8,13
Mousinho da Silveira,Homem,18,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Nenhuma,Do Lar,Do Lar,Preferência pelo Curso,Outro,30 min a 1h,"Até 2h,",Sim,Sim,Não,Não,Sim,Sim,Não,Não,Bom,Moderado,Baixo,Muito Baixo,Muito Baixo,Bom,0,12,12
Mousinho da Silveira,Homem,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,Serviços,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Bom,Muito Alto,Muito Alto,Muito Baixo,Moderado,Ruim,0,10,9
Mousinho da Silveira,Homem,18,Urbano,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,Do Lar,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Bom,Moderado,Moderado,Muito Baixo,Alto,Muito Bom,6,10,9
Mousinho da Silveira,Mulher,16,Rural,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,Serviços,Preferência pelo Curso,Pai,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Excelente,Alto,Moderado,Muito Baixo,Muito Baixo,Muito Ruim,0,11,13
Mousinho da Silveira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Sim,Sim,Sim,Não,Sim,Muito Ruim,Baixo,Muito Baixo,Baixo,Moderado,Muito Bom,0,7,0
Mousinho da Silveira,Homem,16,Rural,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,Serviços,other,Preferência pelo Curso,Pai,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Sim,Não,Bom,Muito Alto,Muito Alto,Baixo,Moderado,Muito Bom,2,11,9
Mousinho da Silveira,Homem,16,Rural,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Sim,Sim,Sim,Sim,Não,Bom,Muito Alto,Muito Alto,Baixo,Alto,Muito Bom,0,10,10
Mousinho da Silveira,Homem,18,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Serviços,other,Preferência pelo Curso,Outro,15 a 30 min,"Até 2h,",Não,Sim,Não,Não,Sim,Não,Sim,Sim,Excelente,Moderado,Moderado,Baixo,Moderado,Muito Bom,2,9,7
Mousinho da Silveira,Homem,18,Rural,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,Serviços,other,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Não,Sim,Não,Sim,Não,Ruim,Moderado,Muito Baixo,Baixo,Baixo,Muito Bom,0,4,0
Mousinho da Silveira,Homem,19,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,Do Lar,Serviços,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Sim,Sim,Sim,Não,Não,Razoavel,Baixo,Muito Baixo,Muito Baixo,Muito Baixo,Razoavel,4,6,11
Mousinho da Silveira,Homem,18,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Do Lar,Do Lar,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Bom,Alto,Muito Alto,Muito Baixo,Moderado,Razoavel,9,4,8
Mousinho da Silveira,Homem,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Serviços,Serviços,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Excelente,Alto,Moderado,Baixo,Alto,Bom,6,7,8
Mousinho da Silveira,Homem,19,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,Do Lar,other,Preferência pelo Curso,Outro,15 a 30 min,"Até 2h,",Não,Não,Não,Sim,Não,Não,Sim,Sim,Bom,Alto,Moderado,Muito Baixo,Moderado,Muito Bom,4,8,9
Mousinho da Silveira,Mulher,16,Urbano,Acima de 3,Separados,Ensino Médio,Ensino Fundamental 2,Serviços,Do Lar,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Ruim,Muito Alto,Muito Alto,Muito Baixo,Muito Baixo,Muito Ruim,8,5,5
Mousinho da Silveira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,Do Lar,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Sim,Sim,Sim,Não,Não,Bom,Moderado,Baixo,Muito Baixo,Baixo,Muito Bom,9,7,9
Mousinho da Silveira,Homem,20,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Preferência pelo Curso,Outro,15 a 30 min,"Até 2h,",Não,Sim,Não,Não,Sim,Não,Sim,Sim,Bom,Alto,Moderado,Baixo,Alto,Bom,12,8,11
Mousinho da Silveira,Mulher,18,Rural,Acima de 3,Separados,Ensino Superior,Ensino Médio,Serviços,Serviços,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Não,Excelente,Alto,Alto,Moderado,Alto,Ruim,8,10,11
Mousinho da Silveira,Homem,18,Rural,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Sim,Não,Não,Não,Sim,Sim,Não,Ruim,Muito Alto,Muito Alto,Muito Alto,Muito Alto,Muito Bom,8,9,10
Mousinho da Silveira,Homem,19,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,Serviços,Perto de Casa,Outro,30 min a 1h,2 a 5h,Não,Não,Não,Não,Sim,Sim,Sim,Não,Excelente,Alto,Alto,Moderado,Moderado,Ruim,8,10,9
Mousinho da Silveira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Saúde,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Muito Alto,Alto,Baixo,Moderado,Razoavel,4,8,9
Mousinho da Silveira,Homem,18,Urbano,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Médio,Do Lar,Serviços,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Não,Sim,Não,Sim,Sim,Bom,Moderado,Moderado,Baixo,Moderado,Razoavel,0,9,10
Mousinho da Silveira,Homem,19,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Perto de Casa,Outro,30 min a 1h,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Alto,Alto,Moderado,Moderado,Muito Bom,4,8,9
Mousinho da Silveira,Mulher,18,Urbano,Acima de 3,Separados,Ensino Fundamental 1,Ensino Fundamental 2,Do Lar,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Não,Não,Bom,Moderado,Moderado,Muito Baixo,Muito Baixo,Muito Bom,2,6,8
Mousinho da Silveira,Mulher,19,Urbano,Até 3,Separados,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Não,Sim,Não,Não,Não,Muito Ruim,Alto,Alto,Muito Baixo,Muito Baixo,Muito Bom,0,6,8
Mousinho da Silveira,Mulher,18,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Outro,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Sim,Não,Sim,Sim,Excelente,Muito Alto,Muito Alto,Muito Baixo,Muito Baixo,Razoavel,0,8,6
Mousinho da Silveira,Mulher,17,Rural,Acima de 3,Morando Juntos,Nenhuma,Nenhuma,Do Lar,other,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Alto,Moderado,Muito Baixo,Muito Baixo,Muito Bom,0,10,11
Mousinho da Silveira,Mulher,17,Rural,Até 3,Separados,Ensino Médio,Ensino Fundamental 1,other,Do Lar,Preferência pelo Curso,Outro,15 a 30 min,5 a 10h,Não,Sim,Sim,Não,Sim,Não,Não,Não,Bom,Baixo,Moderado,Baixo,Baixo,Razoavel,5,8,7
Mousinho da Silveira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Fundamental 2,Professor,Serviços,Perto de Casa,Mãe,Até 15 min,2 a 5h,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Excelente,Muito Alto,Muito Alto,Muito Baixo,Moderado,Muito Bom,0,8,8
Mousinho da Silveira,Mulher,18,Rural,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Serviços,Serviços,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Ruim,Moderado,Moderado,Muito Baixo,Baixo,Bom,3,7,6
Mousinho da Silveira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Fundamental 1,Saúde,Do Lar,Preferência pelo Curso,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Não,Sim,Razoavel,Baixo,Baixo,Muito Baixo,Muito Baixo,Muito Bom,0,8,10
Mousinho da Silveira,Mulher,17,Urbano,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,Do Lar,other,Preferência pelo Curso,Pai,Até 15 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Sim,Não,Excelente,Muito Alto,Muito Baixo,Muito Baixo,Muito Baixo,Razoavel,0,7,10
Mousinho da Silveira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Preferência pelo Curso,Mãe,30 min a 1h,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Razoavel,Alto,Alto,Baixo,Baixo,Muito Bom,3,7,8
Mousinho da Silveira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Serviços,Do Lar,Reputação,Pai,15 a 30 min,2 a 5h,Não,Não,Não,Sim,Não,Sim,Sim,Não,Bom,Moderado,Muito Alto,Muito Baixo,Muito Baixo,Muito Ruim,2,12,13
Mousinho da Silveira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Serviços,Serviços,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Alto,Moderado,Muito Baixo,Muito Baixo,Bom,0,11,12
Mousinho da Silveira,Mulher,18,Urbano,Até 3,Separados,Ensino Fundamental 1,Ensino Fundamental 2,Do Lar,other,Reputação,Mãe,15 a 30 min,2 a 5h,Não,Não,Não,Não,Sim,Sim,Sim,Não,Bom,Alto,Moderado,Muito Baixo,Baixo,Bom,0,12,13
Mousinho da Silveira,Mulher,18,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Professor,Reputação,Mãe,15 a 30 min,2 a 5h,Não,Não,Não,Sim,Não,Sim,Sim,Não,Bom,Moderado,Muito Alto,Muito Baixo,Baixo,Muito Ruim,0,18,18
